Time,Winner,Nickname,SecondPlace,SecondNickname
00:00:00:000,Player7,Finn,None,None
00:00:00:000,Player7,Finn,Player8,Player8
00:00:03:033,Player6,Homero,None,None
00:00:03:033,Player6,Homero,Player3,Player3
00:00:03:367,Player3,Finn,None,None
00:00:03:367,Player3,Finn,Player6,Homero
00:00:06:033,Player6,Homero,None,None
00:00:06:033,Player6,Homero,Player3,Finn
00:00:06:067,Player4,Homero,None,None
00:00:06:067,Player4,Homero,Player8,Player8
00:00:06:167,Player8,marceline,None,None
00:00:06:167,Player8,marceline,Player6,Homero
00:00:07:167,Player4,Homero,None,None
00:00:07:167,Player4,Homero,Player8,marceline
00:00:09:033,Player1,marceline,None,None
00:00:09:033,Player1,marceline,Player6,Homero
00:00:09:067,Player2,Homero,None,None
00:00:09:067,Player2,Homero,Player5,Player5
00:00:09:433,Player5,Homero,None,None
00:00:09:433,Player5,Homero,Player1,marceline
00:00:09:500,Player2,Homero,None,None
00:00:09:500,Player2,Homero,Player5,Homero
00:00:15:400,Player1,marceline,None,None
00:00:15:400,Player1,marceline,Player4,Homero
00:00:16:000,Player2,Homero,None,None
00:00:16:000,Player2,Homero,Player1,marceline
00:00:16:600,Player1,marceline,None,None
00:00:16:600,Player1,marceline,Player4,Homero
00:00:16:867,Player2,Homero,None,None
00:00:16:867,Player2,Homero,Player7,Finn
00:00:16:933,Player1,marceline,None,None
00:00:16:933,Player1,marceline,Player4,Homero
00:00:19:833,Player2,Homero,None,None
00:00:19:833,Player2,Homero,Player7,Finn
00:00:19:933,Player1,marceline,None,None
00:00:19:933,Player1,marceline,Player4,Homero
00:00:20:100,Player4,Homero,None,None
00:00:20:100,Player4,Homero,Player1,marceline
00:00:20:933,Player1,marceline,None,None
00:00:20:933,Player1,marceline,Player2,Homero
00:00:21:067,Player4,Homero,None,None
00:00:21:067,Player4,Homero,Player1,marceline
00:00:21:233,Player1,marceline,None,None
00:00:21:233,Player1,marceline,Player2,Homero
00:00:21:300,Player2,Homero,None,None
00:00:21:300,Player2,Homero,Player1,marceline
00:00:21:367,Player1,marceline,None,None
00:00:21:367,Player1,marceline,Player2,Homero
00:00:24:033,Player4,Homero,None,None
00:00:24:033,Player4,Homero,Player6,Homero
00:00:24:767,Player6,Homero,None,None
00:00:24:767,Player6,Homero,Player4,Homero
00:00:27:100,Player2,Homero,None,None
00:00:27:100,Player2,Homero,Player6,Homero
00:00:27:233,Player6,Homero,None,None
00:00:27:233,Player6,Homero,Player1,marceline
00:00:27:800,Player2,Homero,None,None
00:00:27:800,Player2,Homero,Player3,Finn
00:00:30:033,Player3,Finn,None,None
00:00:30:033,Player3,Finn,Player7,Finn
00:00:30:167,Player4,Homero,None,None
00:00:30:167,Player4,Homero,Player6,Homero
00:00:30:367,Player3,Finn,None,None
00:00:30:367,Player3,Finn,Player5,Homero
00:00:30:467,Player6,Homero,None,None
00:00:30:467,Player6,Homero,Player3,Finn
00:00:33:167,Player5,Homero,None,None
00:00:33:167,Player5,Homero,Player7,Finn
00:00:33:767,Player8,marceline,None,None
00:00:33:767,Player8,marceline,Player9,Player9
00:00:45:233,Player7,Finn,None,None
00:00:45:233,Player7,Finn,Player8,marceline
00:00:45:967,Player8,marceline,None,None
00:00:45:967,Player8,marceline,Player7,Finn
00:00:46:533,Player4,Homero,None,None
00:00:46:533,Player4,Homero,Player8,marceline
