Time,Winner,Nickname
00:00:00:000,Player7,dulceprincesa
00:00:00:000,Player7,dulceprincesa
00:00:00:800,Player8,marceline
00:00:00:800,Player8,marceline
00:00:04:000,Player9,dulceprincesa
00:00:04:000,Player9,dulceprincesa
00:00:04:033,Player8,marceline
00:00:04:033,Player8,marceline
00:00:04:200,Player9,dulceprincesa
00:00:04:200,Player9,dulceprincesa
00:00:04:300,Player8,marceline
00:00:04:300,Player8,marceline
00:00:04:400,Player9,dulceprincesa
00:00:04:400,Player9,dulceprincesa
00:00:04:467,Player8,marceline
00:00:04:467,Player8,marceline
00:00:04:567,Player9,dulceprincesa
00:00:04:567,Player9,dulceprincesa
00:00:04:667,Player8,marceline
00:00:04:667,Player8,marceline
00:00:04:700,Player9,dulceprincesa
00:00:04:700,Player9,dulceprincesa
00:00:04:800,Player5,dulceprincesa
00:00:04:800,Player5,dulceprincesa
00:00:04:867,Player4,dulceprincesa
00:00:04:867,Player4,dulceprincesa
00:00:04:933,Player9,dulceprincesa
00:00:04:933,Player9,dulceprincesa
00:00:04:967,Player4,dulceprincesa
00:00:04:967,Player4,dulceprincesa
00:00:05:033,Player6,marceline
00:00:05:033,Player6,marceline
00:00:05:067,Player4,dulceprincesa
00:00:05:067,Player4,dulceprincesa
00:00:05:100,Player5,dulceprincesa
00:00:05:100,Player5,dulceprincesa
00:00:05:133,Player8,marceline
00:00:05:133,Player8,marceline
00:00:05:333,Player9,dulceprincesa
00:00:05:333,Player9,dulceprincesa
00:00:06:100,Player6,marceline
00:00:06:100,Player6,marceline
00:00:07:567,Player9,dulceprincesa
00:00:07:567,Player9,dulceprincesa
00:00:07:633,Player6,marceline
00:00:07:633,Player6,marceline
00:00:08:033,Player9,dulceprincesa
00:00:08:033,Player9,dulceprincesa
00:00:08:467,Player6,marceline
00:00:08:467,Player6,marceline
00:00:14:767,Player8,marceline
00:00:14:767,Player8,marceline
00:00:18:233,Player6,marceline
00:00:18:233,Player6,marceline
00:00:18:467,Player8,marceline
00:00:18:467,Player8,marceline
00:00:21:233,Player5,dulceprincesa
00:00:21:233,Player5,dulceprincesa
00:00:26:633,Player8,marceline
00:00:26:633,Player8,marceline
00:00:26:733,Player5,dulceprincesa
00:00:26:733,Player5,dulceprincesa
00:00:33:567,Player8,marceline
00:00:33:567,Player8,marceline
00:00:35:233,Player5,dulceprincesa
00:00:35:233,Player5,dulceprincesa
00:00:35:367,Player8,marceline
00:00:35:367,Player8,marceline
00:00:35:400,Player5,dulceprincesa
00:00:35:400,Player5,dulceprincesa
00:00:35:433,Player8,marceline
00:00:35:433,Player8,marceline
00:00:36:300,Player5,dulceprincesa
00:00:36:300,Player5,dulceprincesa
00:00:40:300,Player2,dulceprincesa
00:00:40:300,Player2,dulceprincesa
00:00:42:133,Player8,marceline
00:00:42:133,Player8,marceline
00:00:42:233,Player2,dulceprincesa
00:00:42:233,Player2,dulceprincesa
00:00:43:700,Player8,marceline
00:00:43:700,Player8,marceline
00:00:43:767,Player2,dulceprincesa
00:00:43:767,Player2,dulceprincesa
00:00:43:800,Player1,marceline
00:00:43:800,Player1,marceline
