Time,Winner,Nickname
00:00:00:000,Player7,Mordecai
00:00:00:000,Player7,Mordecai
00:00:03:033,Player6,Minion
00:00:03:033,Player6,Minion
00:00:03:400,Player3,Gru
00:00:03:400,Player3,Gru
00:00:06:033,Player6,Minion
00:00:06:033,Player6,Minion
00:00:06:100,Player4,Phineas
00:00:06:100,Player4,Phineas
00:00:06:200,Player9,Dipper
00:00:06:200,Player9,Dipper
00:00:09:033,Player4,Phineas
00:00:09:033,Player4,Phineas
00:00:09:300,Player1,Gumball
00:00:09:300,Player1,Gumball
00:00:09:367,Player5,Ben10
00:00:09:367,Player5,Ben10
00:00:09:667,Player1,Gumball
00:00:09:667,Player1,Gumball
00:00:12:333,Player3,Gru
00:00:12:333,Player3,Gru
00:00:26:233,Player5,Ben10
00:00:26:233,Player5,Ben10
00:00:26:267,Player3,Gru
00:00:26:267,Player3,Gru
00:00:26:900,Player5,Ben10
00:00:26:900,Player5,Ben10
00:00:27:033,Player3,Gru
00:00:27:033,Player3,Gru
00:00:27:900,Player6,Minion
00:00:27:900,Player6,Minion
00:00:29:333,Player3,Gru
00:00:29:333,Player3,Gru
00:00:29:667,Player6,Minion
00:00:29:667,Player6,Minion
00:00:30:033,Player3,Gru
00:00:30:033,Player3,Gru
00:00:33:033,Player8,ReyHelado
00:00:33:033,Player8,ReyHelado
00:00:33:433,Player5,Ben10
00:00:33:433,Player5,Ben10
00:00:33:467,Player6,Minion
00:00:33:467,Player6,Minion
00:00:33:600,Player5,Ben10
00:00:33:600,Player5,Ben10
00:00:38:367,Player8,ReyHelado
00:00:38:367,Player8,ReyHelado
00:00:43:433,Player6,Minion
00:00:43:433,Player6,Minion
00:00:43:533,Player8,ReyHelado
00:00:43:533,Player8,ReyHelado
00:00:45:667,Player9,Dipper
00:00:45:667,Player9,Dipper
00:00:45:967,Player8,ReyHelado
00:00:45:967,Player8,ReyHelado
00:00:46:000,Player9,Dipper
00:00:46:000,Player9,Dipper
00:00:46:067,Player8,ReyHelado
00:00:46:067,Player8,ReyHelado
00:00:46:267,Player9,Dipper
00:00:46:267,Player9,Dipper
00:00:46:400,Player8,ReyHelado
00:00:46:400,Player8,ReyHelado
00:00:47:633,Player9,Dipper
00:00:47:633,Player9,Dipper
00:00:48:033,Player8,ReyHelado
00:00:48:033,Player8,ReyHelado
00:00:49:067,Player9,Dipper
00:00:49:067,Player9,Dipper
00:00:49:367,Player8,ReyHelado
00:00:49:367,Player8,ReyHelado
00:00:51:033,Player6,Minion
00:00:51:033,Player6,Minion
00:00:51:600,Player8,ReyHelado
00:00:51:600,Player8,ReyHelado
