Time,Winner,Nickname,SecondPlace,SecondNickname
00:00:00:000,Player7,Darwin,None,None
00:00:00:000,Player7,Darwin,Player8,Player8
00:00:03:033,Player6,Darwin,None,None
00:00:03:033,Player6,Darwin,Player9,Player9
00:00:03:067,Player9,Darwin,None,None
00:00:03:067,Player9,Darwin,Player6,Darwin
00:00:03:300,Player3,dulceprincesa,None,None
00:00:03:300,Player3,dulceprincesa,Player6,Darwin
00:00:03:533,Player6,Darwin,None,None
00:00:03:533,Player6,Darwin,Player9,Darwin
00:00:06:033,Player9,Darwin,None,None
00:00:06:033,Player9,Darwin,Player2,Player2
00:00:06:100,Player4,dulceprincesa,None,None
00:00:06:100,Player4,dulceprincesa,Player8,Player8
00:00:06:233,Player9,Darwin,None,None
00:00:06:233,Player9,Darwin,Player2,Player2
00:00:06:500,Player8,drdoof,None,None
00:00:06:500,Player8,drdoof,Player9,Darwin
00:00:07:067,Player4,dulceprincesa,None,None
00:00:07:067,Player4,dulceprincesa,Player8,drdoof
00:00:09:033,Player8,drdoof,None,None
00:00:09:033,Player8,drdoof,Player7,Darwin
00:00:09:067,Player3,dulceprincesa,None,None
00:00:09:067,Player3,dulceprincesa,Player1,Player1
00:00:11:567,Player9,Darwin,None,None
00:00:11:567,Player9,Darwin,Player3,dulceprincesa
00:00:17:967,Player3,dulceprincesa,None,None
00:00:17:967,Player3,dulceprincesa,Player9,Darwin
00:00:19:700,Player9,Darwin,None,None
00:00:19:700,Player9,Darwin,Player3,dulceprincesa
00:00:19:867,Player3,dulceprincesa,None,None
00:00:19:867,Player3,dulceprincesa,Player9,Darwin
00:00:20:067,Player9,Darwin,None,None
00:00:20:067,Player9,Darwin,Player3,dulceprincesa
00:00:20:167,Player3,dulceprincesa,None,None
00:00:20:167,Player3,dulceprincesa,Player9,Darwin
00:00:20:467,Player9,Darwin,None,None
00:00:20:467,Player9,Darwin,Player3,dulceprincesa
00:00:21:300,Player3,dulceprincesa,None,None
00:00:21:300,Player3,dulceprincesa,Player9,Darwin
00:00:21:333,Player9,Darwin,None,None
00:00:21:333,Player9,Darwin,Player3,dulceprincesa
00:00:23:400,Player3,dulceprincesa,None,None
00:00:23:400,Player3,dulceprincesa,Player9,Darwin
00:00:24:033,Player9,Darwin,None,None
00:00:24:033,Player9,Darwin,Player3,dulceprincesa
00:00:24:300,Player6,Darwin,None,None
00:00:24:300,Player6,Darwin,Player9,Darwin
00:00:24:700,Player9,Darwin,None,None
00:00:24:700,Player9,Darwin,Player4,dulceprincesa
00:00:24:867,Player6,Darwin,None,None
00:00:24:867,Player6,Darwin,Player7,Darwin
00:00:24:967,Player7,Darwin,None,None
00:00:24:967,Player7,Darwin,Player6,Darwin
00:00:25:733,Player6,Darwin,None,None
00:00:25:733,Player6,Darwin,Player7,Darwin
00:00:27:033,Player7,Darwin,None,None
00:00:27:033,Player7,Darwin,Player6,Darwin
00:00:27:200,Player9,Darwin,None,None
00:00:27:200,Player9,Darwin,Player7,Darwin
00:00:28:000,Player3,dulceprincesa,None,None
00:00:28:000,Player3,dulceprincesa,Player9,Darwin
00:00:30:300,Player4,dulceprincesa,None,None
00:00:30:300,Player4,dulceprincesa,Player2,Player2
00:00:30:500,Player2,dulceprincesa,None,None
00:00:30:500,Player2,dulceprincesa,Player4,dulceprincesa
00:00:33:033,Player4,dulceprincesa,None,None
00:00:33:033,Player4,dulceprincesa,Player7,Darwin
00:00:34:000,Player9,Darwin,None,None
00:00:34:000,Player9,Darwin,Player4,dulceprincesa
00:00:34:600,Player4,dulceprincesa,None,None
00:00:34:600,Player4,dulceprincesa,Player9,Darwin
00:00:36:733,Player7,Darwin,None,None
00:00:36:733,Player7,Darwin,Player2,dulceprincesa
00:00:37:767,Player2,dulceprincesa,None,None
00:00:37:767,Player2,dulceprincesa,Player7,Darwin
00:00:38:233,Player7,Darwin,None,None
00:00:38:233,Player7,Darwin,Player4,dulceprincesa
00:00:51:933,Player4,dulceprincesa,None,None
00:00:51:933,Player4,dulceprincesa,Player3,dulceprincesa
00:00:52:200,Player7,Darwin,None,None
00:00:52:200,Player7,Darwin,Player8,drdoof
00:00:52:533,Player4,dulceprincesa,None,None
00:00:52:533,Player4,dulceprincesa,Player3,dulceprincesa
