Time,Winner,Nickname
00:00:00:000,Player7,Rigby
00:00:00:000,Player7,Rigby
00:00:03:033,Player9,Naruto
00:00:03:033,Player9,Naruto
00:00:03:200,Player3,Naruto
00:00:03:200,Player3,Naruto
00:00:06:000,Player5,Rigby
00:00:06:000,Player5,Rigby
00:00:06:033,Player3,Naruto
00:00:06:033,Player3,Naruto
00:00:06:100,Player4,Rigby
00:00:06:100,Player4,Rigby
00:00:06:200,Player5,Rigby
00:00:06:200,Player5,Rigby
00:00:06:900,Player8,Rigby
00:00:06:900,Player8,Rigby
00:00:07:167,Player4,Rigby
00:00:07:167,Player4,Rigby
00:00:09:033,Player7,Rigby
00:00:09:033,Player7,Rigby
00:00:09:100,Player6,Rigby
00:00:09:100,Player6,Rigby
00:00:09:200,Player7,Rigby
00:00:09:200,Player7,Rigby
00:00:09:867,Player9,Naruto
00:00:09:867,Player9,Naruto
00:00:16:567,Player7,Rigby
00:00:16:567,Player7,Rigby
00:00:16:900,Player9,Naruto
00:00:16:900,Player9,Naruto
00:00:18:933,Player6,Rigby
00:00:18:933,Player6,Rigby
00:00:19:267,Player7,Rigby
00:00:19:267,Player7,Rigby
00:00:19:567,Player6,Rigby
00:00:19:567,Player6,Rigby
00:00:20:433,Player7,Rigby
00:00:20:433,Player7,Rigby
00:00:20:633,Player6,Rigby
00:00:20:633,Player6,Rigby
00:00:20:900,Player9,Naruto
00:00:20:900,Player9,Naruto
00:00:21:267,Player6,Rigby
00:00:21:267,Player6,Rigby
00:00:23:967,Player7,Rigby
00:00:23:967,Player7,Rigby
00:00:24:067,Player9,Naruto
00:00:24:067,Player9,Naruto
00:00:24:333,Player7,Rigby
00:00:24:333,Player7,Rigby
00:00:24:533,Player6,Rigby
00:00:24:533,Player6,Rigby
00:00:24:867,Player9,Naruto
00:00:24:867,Player9,Naruto
00:00:27:233,Player6,Rigby
00:00:27:233,Player6,Rigby
00:00:30:033,Player3,Naruto
00:00:30:033,Player3,Naruto
00:00:30:067,Player9,Naruto
00:00:30:067,Player9,Naruto
00:00:30:100,Player3,Naruto
00:00:30:100,Player3,Naruto
00:00:30:333,Player9,Naruto
00:00:30:333,Player9,Naruto
00:00:31:167,Player2,Naruto
00:00:31:167,Player2,Naruto
00:00:33:067,Player7,Rigby
00:00:33:067,Player7,Rigby
00:00:33:167,Player3,Naruto
00:00:33:167,Player3,Naruto
00:00:33:533,Player1,Naruto
00:00:33:533,Player1,Naruto
00:00:43:000,Player6,Rigby
00:00:43:000,Player6,Rigby
00:00:43:433,Player1,Naruto
00:00:43:433,Player1,Naruto
00:00:43:467,Player6,Rigby
00:00:43:467,Player6,Rigby
00:00:48:700,Player7,Rigby
00:00:48:700,Player7,Rigby
00:00:49:233,Player6,Rigby
00:00:49:233,Player6,Rigby
00:00:49:967,Player7,Rigby
00:00:49:967,Player7,Rigby
