Time,Winner,Nickname
00:00:00:000,Player7,Finn
00:00:00:000,Player7,Finn
00:00:00:900,Player8,Rigby
00:00:00:900,Player8,Rigby
00:00:02:533,Player9,drdoof
00:00:02:533,Player9,drdoof
00:00:03:933,Player6,Vegeta
00:00:03:933,Player6,Vegeta
00:00:03:967,Player9,drdoof
00:00:03:967,Player9,drdoof
00:00:04:133,Player8,Rigby
00:00:04:133,Player8,Rigby
00:00:04:500,Player9,drdoof
00:00:04:500,Player9,drdoof
00:00:04:533,Player6,Vegeta
00:00:04:533,Player6,Vegeta
00:00:04:600,Player9,drdoof
00:00:04:600,Player9,drdoof
00:00:04:767,Player4,Mordecai
00:00:04:767,Player4,Mordecai
00:00:04:800,Player9,drdoof
00:00:04:800,Player9,drdoof
00:00:04:833,Player6,Vegeta
00:00:04:833,Player6,Vegeta
00:00:04:867,Player8,Rigby
00:00:04:867,Player8,Rigby
00:00:04:933,Player9,drdoof
00:00:04:933,Player9,drdoof
00:00:05:100,Player6,Vegeta
00:00:05:100,Player6,Vegeta
00:00:05:200,Player4,Mordecai
00:00:05:200,Player4,Mordecai
00:00:05:267,Player9,drdoof
00:00:05:267,Player9,drdoof
00:00:05:300,Player8,Rigby
00:00:05:300,Player8,Rigby
00:00:05:333,Player6,Vegeta
00:00:05:333,Player6,Vegeta
00:00:05:467,Player9,drdoof
00:00:05:467,Player9,drdoof
00:00:05:500,Player4,Mordecai
00:00:05:500,Player4,Mordecai
00:00:05:533,Player8,Rigby
00:00:05:533,Player8,Rigby
00:00:05:600,Player9,drdoof
00:00:05:600,Player9,drdoof
00:00:05:700,Player4,Mordecai
00:00:05:700,Player4,Mordecai
00:00:05:733,Player8,Rigby
00:00:05:733,Player8,Rigby
00:00:05:833,Player6,Vegeta
00:00:05:833,Player6,Vegeta
00:00:05:867,Player7,Finn
00:00:05:867,Player7,Finn
00:00:05:900,Player9,drdoof
00:00:05:900,Player9,drdoof
00:00:05:933,Player4,Mordecai
00:00:05:933,Player4,Mordecai
00:00:06:000,Player8,Rigby
00:00:06:000,Player8,Rigby
00:00:06:033,Player6,Vegeta
00:00:06:033,Player6,Vegeta
00:00:06:067,Player9,drdoof
00:00:06:067,Player9,drdoof
00:00:07:500,Player6,Vegeta
00:00:07:500,Player6,Vegeta
00:00:07:733,Player9,drdoof
00:00:07:733,Player9,drdoof
00:00:08:333,Player6,Vegeta
00:00:08:333,Player6,Vegeta
00:00:08:367,Player9,drdoof
00:00:08:367,Player9,drdoof
00:00:08:600,Player6,Vegeta
00:00:08:600,Player6,Vegeta
00:00:08:667,Player9,drdoof
00:00:08:667,Player9,drdoof
00:00:08:700,Player6,Vegeta
00:00:08:700,Player6,Vegeta
00:00:09:700,Player9,drdoof
00:00:09:700,Player9,drdoof
00:00:09:733,Player6,Vegeta
00:00:09:733,Player6,Vegeta
00:00:10:900,Player9,drdoof
00:00:10:900,Player9,drdoof
00:00:12:967,Player6,Vegeta
00:00:12:967,Player6,Vegeta
00:00:13:133,Player9,drdoof
00:00:13:133,Player9,drdoof
00:00:15:100,Player8,Rigby
00:00:15:100,Player8,Rigby
00:00:16:767,Player2,Naruto
00:00:16:767,Player2,Naruto
00:00:18:100,Player9,drdoof
00:00:18:100,Player9,drdoof
00:00:18:300,Player6,Vegeta
00:00:18:300,Player6,Vegeta
00:00:18:433,Player9,drdoof
00:00:18:433,Player9,drdoof
00:00:18:667,Player6,Vegeta
00:00:18:667,Player6,Vegeta
00:00:18:733,Player9,drdoof
00:00:18:733,Player9,drdoof
00:00:21:033,Player3,Gokú
00:00:21:033,Player3,Gokú
00:00:21:600,Player7,Finn
00:00:21:600,Player7,Finn
00:00:35:967,Player3,Gokú
00:00:35:967,Player3,Gokú
00:00:39:567,Player7,Finn
00:00:39:567,Player7,Finn
00:00:39:633,Player3,Gokú
00:00:39:633,Player3,Gokú
00:00:40:333,Player5,marceline
00:00:40:333,Player5,marceline
00:00:40:400,Player3,Gokú
00:00:40:400,Player3,Gokú
00:00:40:533,Player7,Finn
00:00:40:533,Player7,Finn
00:00:43:100,Player9,drdoof
00:00:43:100,Player9,drdoof
