Time,Winner,Nickname,SecondPlace,SecondNickname
00:00:00:000,Player7,Minion,None,None
00:00:00:000,Player7,Minion,Player8,Player8
00:00:03:033,Player9,DonCangrejo,None,None
00:00:03:033,Player9,DonCangrejo,Player5,Player5
00:00:03:367,Player6,Patricio,None,None
00:00:03:367,Player6,Patricio,Player3,Player3
00:00:03:467,Player3,Gru,None,None
00:00:03:467,Player3,Gru,Player6,Patricio
00:00:03:933,Player6,Patricio,None,None
00:00:03:933,Player6,Patricio,Player3,Gru
00:00:04:100,Player3,Gru,None,None
00:00:04:100,Player3,Gru,Player6,Patricio
00:00:06:033,Player9,DonCangrejo,None,None
00:00:06:033,Player9,DonCangrejo,Player5,Player5
00:00:06:100,Player4,Steven,None,None
00:00:06:100,Player4,Steven,Player8,Player8
00:00:06:233,Player8,Ben10,None,None
00:00:06:233,Player8,Ben10,Player7,Minion
00:00:09:067,Player2,Rayo,None,None
00:00:09:067,Player2,Rayo,Player7,Minion
00:00:09:200,Player1,marceline,None,None
00:00:09:200,Player1,marceline,Player7,Minion
00:00:09:400,Player7,Minion,None,None
00:00:09:400,Player7,Minion,Player1,marceline
00:00:12:000,Player2,Rayo,None,None
00:00:12:000,Player2,Rayo,Player7,Minion
00:00:13:400,Player6,Patricio,None,None
00:00:13:400,Player6,Patricio,Player1,marceline
00:00:14:000,Player2,Rayo,None,None
00:00:14:000,Player2,Rayo,Player6,Patricio
00:00:14:900,Player6,Patricio,None,None
00:00:14:900,Player6,Patricio,Player1,marceline
00:00:15:000,Player2,Rayo,None,None
00:00:15:000,Player2,Rayo,Player9,DonCangrejo
00:00:16:000,Player6,Patricio,None,None
00:00:16:000,Player6,Patricio,Player1,marceline
00:00:16:533,Player2,Rayo,None,None
00:00:16:533,Player2,Rayo,Player1,marceline
00:00:19:533,Player6,Patricio,None,None
00:00:19:533,Player6,Patricio,Player1,marceline
00:00:19:667,Player2,Rayo,None,None
00:00:19:667,Player2,Rayo,Player6,Patricio
00:00:23:100,Player1,marceline,None,None
00:00:23:100,Player1,marceline,Player6,Patricio
00:00:24:133,Player6,Patricio,None,None
00:00:24:133,Player6,Patricio,Player1,marceline
00:00:24:233,Player1,marceline,None,None
00:00:24:233,Player1,marceline,Player6,Patricio
00:00:24:267,Player2,Rayo,None,None
00:00:24:267,Player2,Rayo,Player6,Patricio
00:00:27:000,Player6,Patricio,None,None
00:00:27:000,Player6,Patricio,Player2,Rayo
00:00:27:033,Player2,Rayo,None,None
00:00:27:033,Player2,Rayo,Player6,Patricio
00:00:27:300,Player9,DonCangrejo,None,None
00:00:27:300,Player9,DonCangrejo,Player6,Patricio
00:00:27:633,Player6,Patricio,None,None
00:00:27:633,Player6,Patricio,Player1,marceline
00:00:28:167,Player9,DonCangrejo,None,None
00:00:28:167,Player9,DonCangrejo,Player6,Patricio
00:00:30:067,Player3,Gru,None,None
00:00:30:067,Player3,Gru,Player1,marceline
00:00:30:833,Player2,Rayo,None,None
00:00:30:833,Player2,Rayo,Player3,Gru
00:00:33:033,Player3,Gru,None,None
00:00:33:033,Player3,Gru,Player8,Ben10
00:00:33:400,Player1,marceline,None,None
00:00:33:400,Player1,marceline,Player8,Ben10
00:00:34:033,Player4,Steven,None,None
00:00:34:033,Player4,Steven,Player1,marceline
00:00:36:067,Player8,Ben10,None,None
00:00:36:067,Player8,Ben10,Player1,marceline
00:00:42:400,Player4,Steven,None,None
00:00:42:400,Player4,Steven,Player8,Ben10
00:00:42:467,Player8,Ben10,None,None
00:00:42:467,Player8,Ben10,Player3,Gru
