Time,Winner,Nickname
00:00:00:000,Player7,Minion
00:00:00:000,Player7,Minion
00:00:03:033,Player9,DonCangrejo
00:00:03:033,Player9,DonCangrejo
00:00:03:367,Player6,Patricio
00:00:03:367,Player6,Patricio
00:00:03:467,Player3,Gru
00:00:03:467,Player3,Gru
00:00:03:933,Player6,Patricio
00:00:03:933,Player6,Patricio
00:00:04:100,Player3,Gru
00:00:04:100,Player3,Gru
00:00:06:033,Player9,DonCangrejo
00:00:06:033,Player9,DonCangrejo
00:00:06:100,Player4,Steven
00:00:06:100,Player4,Steven
00:00:06:233,Player8,Ben10
00:00:06:233,Player8,Ben10
00:00:09:067,Player2,Rayo
00:00:09:067,Player2,Rayo
00:00:09:200,Player1,marceline
00:00:09:200,Player1,marceline
00:00:09:400,Player7,Minion
00:00:09:400,Player7,Minion
00:00:12:000,Player2,Rayo
00:00:12:000,Player2,Rayo
00:00:13:400,Player6,Patricio
00:00:13:400,Player6,Patricio
00:00:14:000,Player2,Rayo
00:00:14:000,Player2,Rayo
00:00:14:900,Player6,Patricio
00:00:14:900,Player6,Patricio
00:00:15:000,Player2,Rayo
00:00:15:000,Player2,Rayo
00:00:16:000,Player6,Patricio
00:00:16:000,Player6,Patricio
00:00:16:533,Player2,Rayo
00:00:16:533,Player2,Rayo
00:00:19:533,Player6,Patricio
00:00:19:533,Player6,Patricio
00:00:19:667,Player2,Rayo
00:00:19:667,Player2,Rayo
00:00:23:100,Player1,marceline
00:00:23:100,Player1,marceline
00:00:24:133,Player6,Patricio
00:00:24:133,Player6,Patricio
00:00:24:233,Player1,marceline
00:00:24:233,Player1,marceline
00:00:24:267,Player2,Rayo
00:00:24:267,Player2,Rayo
00:00:27:000,Player6,Patricio
00:00:27:000,Player6,Patricio
00:00:27:033,Player2,Rayo
00:00:27:033,Player2,Rayo
00:00:27:300,Player9,DonCangrejo
00:00:27:300,Player9,DonCangrejo
00:00:27:633,Player6,Patricio
00:00:27:633,Player6,Patricio
00:00:28:167,Player9,DonCangrejo
00:00:28:167,Player9,DonCangrejo
00:00:30:067,Player3,Gru
00:00:30:067,Player3,Gru
00:00:30:833,Player2,Rayo
00:00:30:833,Player2,Rayo
00:00:33:033,Player3,Gru
00:00:33:033,Player3,Gru
00:00:33:400,Player1,marceline
00:00:33:400,Player1,marceline
00:00:34:033,Player4,Steven
00:00:34:033,Player4,Steven
00:00:36:067,Player8,Ben10
00:00:36:067,Player8,Ben10
00:00:42:400,Player4,Steven
00:00:42:400,Player4,Steven
00:00:42:467,Player8,Ben10
00:00:42:467,Player8,Ben10
