Time,Winner,Nickname
00:00:00:000,Player7,marceline
00:00:00:000,Player7,marceline
00:00:00:900,Player8,Darwin
00:00:00:900,Player8,Darwin
00:00:01:733,Player9,Gumball
00:00:01:733,Player9,Gumball
00:00:03:733,Player8,Darwin
00:00:03:733,Player8,Darwin
00:00:03:800,Player6,Dipper
00:00:03:800,Player6,Dipper
00:00:03:867,Player9,Gumball
00:00:03:867,Player9,Gumball
00:00:04:433,Player3,Mordecai
00:00:04:433,Player3,Mordecai
00:00:04:500,Player9,Gumball
00:00:04:500,Player9,Gumball
00:00:04:633,Player8,Darwin
00:00:04:633,Player8,Darwin
00:00:05:400,Player6,Dipper
00:00:05:400,Player6,Dipper
00:00:06:267,Player8,Darwin
00:00:06:267,Player8,Darwin
00:00:06:367,Player6,Dipper
00:00:06:367,Player6,Dipper
00:00:06:933,Player8,Darwin
00:00:06:933,Player8,Darwin
00:00:09:467,Player6,Dipper
00:00:09:467,Player6,Dipper
00:00:09:500,Player8,Darwin
00:00:09:500,Player8,Darwin
00:00:09:667,Player6,Dipper
00:00:09:667,Player6,Dipper
00:00:10:100,Player8,Darwin
00:00:10:100,Player8,Darwin
00:00:10:667,Player6,Dipper
00:00:10:667,Player6,Dipper
00:00:11:400,Player8,Darwin
00:00:11:400,Player8,Darwin
00:00:12:100,Player6,Dipper
00:00:12:100,Player6,Dipper
00:00:12:400,Player8,Darwin
00:00:12:400,Player8,Darwin
00:00:12:633,Player3,Mordecai
00:00:12:633,Player3,Mordecai
00:00:12:800,Player8,Darwin
00:00:12:800,Player8,Darwin
00:00:14:100,Player3,Mordecai
00:00:14:100,Player3,Mordecai
00:00:14:233,Player8,Darwin
00:00:14:233,Player8,Darwin
00:00:14:267,Player3,Mordecai
00:00:14:267,Player3,Mordecai
00:00:14:300,Player8,Darwin
00:00:14:300,Player8,Darwin
00:00:15:233,Player9,Gumball
00:00:15:233,Player9,Gumball
00:00:15:300,Player8,Darwin
00:00:15:300,Player8,Darwin
00:00:15:667,Player9,Gumball
00:00:15:667,Player9,Gumball
00:00:16:333,Player8,Darwin
00:00:16:333,Player8,Darwin
00:00:18:133,Player6,Dipper
00:00:18:133,Player6,Dipper
00:00:18:733,Player7,marceline
00:00:18:733,Player7,marceline
00:00:18:967,Player6,Dipper
00:00:18:967,Player6,Dipper
00:00:21:100,Player2,Rayo
00:00:21:100,Player2,Rayo
00:00:21:167,Player8,Darwin
00:00:21:167,Player8,Darwin
00:00:21:333,Player2,Rayo
00:00:21:333,Player2,Rayo
00:00:21:433,Player8,Darwin
00:00:21:433,Player8,Darwin
00:00:24:967,Player3,Mordecai
00:00:24:967,Player3,Mordecai
00:00:26:000,Player8,Darwin
00:00:26:000,Player8,Darwin
00:00:26:500,Player2,Rayo
00:00:26:500,Player2,Rayo
00:00:26:733,Player8,Darwin
00:00:26:733,Player8,Darwin
00:00:29:000,Player9,Gumball
00:00:29:000,Player9,Gumball
00:00:30:200,Player8,Darwin
00:00:30:200,Player8,Darwin
00:00:30:300,Player9,Gumball
00:00:30:300,Player9,Gumball
00:00:39:400,Player8,Darwin
00:00:39:400,Player8,Darwin
00:00:40:567,Player5,dulceprincesa
00:00:40:567,Player5,dulceprincesa
00:00:41:700,Player1,Gru
00:00:41:700,Player1,Gru
00:00:43:500,Player9,Gumball
00:00:43:500,Player9,Gumball
00:00:48:333,Player2,Rayo
00:00:48:333,Player2,Rayo
