Time,Winner,Nickname
00:00:00:000,Player7,Darwin
00:00:00:000,Player7,Darwin
00:00:00:900,Player8,Darwin
00:00:00:900,Player8,Darwin
00:00:02:267,Player9,Darwin
00:00:02:267,Player9,Darwin
00:00:03:933,Player6,ReyHelado
00:00:03:933,Player6,ReyHelado
00:00:03:967,Player9,Darwin
00:00:03:967,Player9,Darwin
00:00:04:000,Player6,ReyHelado
00:00:04:000,Player6,ReyHelado
00:00:04:067,Player4,ReyHelado
00:00:04:067,Player4,ReyHelado
00:00:04:100,Player3,Darwin
00:00:04:100,Player3,Darwin
00:00:04:133,Player9,Darwin
00:00:04:133,Player9,Darwin
00:00:04:200,Player6,ReyHelado
00:00:04:200,Player6,ReyHelado
00:00:04:367,Player9,Darwin
00:00:04:367,Player9,Darwin
00:00:04:433,Player6,ReyHelado
00:00:04:433,Player6,ReyHelado
00:00:04:533,Player9,Darwin
00:00:04:533,Player9,Darwin
00:00:04:600,Player3,Darwin
00:00:04:600,Player3,Darwin
00:00:04:700,Player9,Darwin
00:00:04:700,Player9,Darwin
00:00:04:733,Player6,ReyHelado
00:00:04:733,Player6,ReyHelado
00:00:04:867,Player3,Darwin
00:00:04:867,Player3,Darwin
00:00:05:000,Player9,Darwin
00:00:05:000,Player9,Darwin
00:00:05:033,Player6,ReyHelado
00:00:05:033,Player6,ReyHelado
00:00:05:100,Player3,Darwin
00:00:05:100,Player3,Darwin
00:00:05:167,Player6,ReyHelado
00:00:05:167,Player6,ReyHelado
00:00:06:800,Player3,Darwin
00:00:06:800,Player3,Darwin
00:00:07:333,Player8,Darwin
00:00:07:333,Player8,Darwin
00:00:07:667,Player3,Darwin
00:00:07:667,Player3,Darwin
00:00:12:333,Player7,Darwin
00:00:12:333,Player7,Darwin
00:00:12:600,Player3,Darwin
00:00:12:600,Player3,Darwin
00:00:15:733,Player7,Darwin
00:00:15:733,Player7,Darwin
00:00:15:867,Player3,Darwin
00:00:15:867,Player3,Darwin
00:00:16:667,Player7,Darwin
00:00:16:667,Player7,Darwin
00:00:17:600,Player3,Darwin
00:00:17:600,Player3,Darwin
00:00:18:033,Player7,Darwin
00:00:18:033,Player7,Darwin
00:00:18:100,Player3,Darwin
00:00:18:100,Player3,Darwin
00:00:21:033,Player8,Darwin
00:00:21:033,Player8,Darwin
00:00:21:367,Player7,Darwin
00:00:21:367,Player7,Darwin
00:00:22:433,Player6,ReyHelado
00:00:22:433,Player6,ReyHelado
00:00:23:800,Player7,Darwin
00:00:23:800,Player7,Darwin
00:00:24:000,Player6,ReyHelado
00:00:24:000,Player6,ReyHelado
00:00:28:200,Player7,Darwin
00:00:28:200,Player7,Darwin
00:00:33:967,Player6,ReyHelado
00:00:33:967,Player6,ReyHelado
00:00:34:133,Player7,Darwin
00:00:34:133,Player7,Darwin
00:00:34:333,Player6,ReyHelado
00:00:34:333,Player6,ReyHelado
00:00:34:800,Player7,Darwin
00:00:34:800,Player7,Darwin
00:00:35:233,Player6,ReyHelado
00:00:35:233,Player6,ReyHelado
00:00:35:500,Player7,Darwin
00:00:35:500,Player7,Darwin
00:00:36:733,Player6,ReyHelado
00:00:36:733,Player6,ReyHelado
00:00:37:200,Player7,Darwin
00:00:37:200,Player7,Darwin
00:00:37:600,Player6,ReyHelado
00:00:37:600,Player6,ReyHelado
00:00:38:600,Player7,Darwin
00:00:38:600,Player7,Darwin
00:00:41:767,Player5,ReyHelado
00:00:41:767,Player5,ReyHelado
00:00:42:900,Player6,ReyHelado
00:00:42:900,Player6,ReyHelado
00:00:44:667,Player2,ReyHelado
00:00:44:667,Player2,ReyHelado
00:00:45:800,Player6,ReyHelado
00:00:45:800,Player6,ReyHelado
00:00:45:933,Player1,Darwin
00:00:45:933,Player1,Darwin
00:00:46:233,Player6,ReyHelado
00:00:46:233,Player6,ReyHelado
00:00:49:400,Player1,Darwin
00:00:49:400,Player1,Darwin
00:00:50:967,Player4,ReyHelado
00:00:50:967,Player4,ReyHelado
00:00:52:000,Player1,Darwin
00:00:52:000,Player1,Darwin
