Time,Winner,Nickname,SecondPlace,SecondNickname
00:00:00:000,Player5,Gru,None,None
00:00:00:000,Player5,Gru,Player6,Player6
00:00:03:033,Player7,Finn,None,None
00:00:03:033,Player7,Finn,Player3,Player3
00:00:03:333,Player4,Finn,None,None
00:00:03:333,Player4,Finn,Player7,Finn
00:00:03:400,Player8,Finn,None,None
00:00:03:400,Player8,Finn,Player4,Finn
00:00:06:000,Player3,Gru,None,None
00:00:06:000,Player3,Gru,Player8,Finn
00:00:06:033,Player7,Finn,None,None
00:00:06:033,Player7,Finn,Player3,Gru
00:00:07:200,Player1,Gru,None,None
00:00:07:200,Player1,Gru,Player7,Finn
00:00:09:033,Player6,Finn,None,None
00:00:09:033,Player6,Finn,Player1,Gru
00:00:09:067,Player4,Finn,None,None
00:00:09:067,Player4,Finn,Player5,Gru
00:00:09:133,Player6,Finn,None,None
00:00:09:133,Player6,Finn,Player1,Gru
00:00:09:167,Player5,Gru,None,None
00:00:09:167,Player5,Gru,Player8,Finn
00:00:12:133,Player8,Finn,None,None
00:00:12:133,Player8,Finn,Player5,Gru
00:00:13:833,Player3,Gru,None,None
00:00:13:833,Player3,Gru,Player8,Finn
00:00:14:700,Player5,Gru,None,None
00:00:14:700,Player5,Gru,Player8,Finn
00:00:19:700,Player8,Finn,None,None
00:00:19:700,Player8,Finn,Player5,Gru
00:00:19:867,Player5,Gru,None,None
00:00:19:867,Player5,Gru,Player3,Gru
00:00:24:500,Player8,Finn,None,None
00:00:24:500,Player8,Finn,Player5,Gru
00:00:24:767,Player4,Finn,None,None
00:00:24:767,Player4,Finn,Player8,Finn
00:00:26:267,Player8,Finn,None,None
00:00:26:267,Player8,Finn,Player4,Finn
00:00:27:733,Player2,Gru,None,None
00:00:27:733,Player2,Gru,Player3,Gru
00:00:28:000,Player3,Gru,None,None
00:00:28:000,Player3,Gru,Player7,Finn
00:00:30:033,Player2,Gru,None,None
00:00:30:033,Player2,Gru,Player6,Finn
00:00:30:167,Player8,Finn,None,None
00:00:30:167,Player8,Finn,Player4,Finn
00:00:30:300,Player5,Gru,None,None
00:00:30:300,Player5,Gru,Player8,Finn
00:00:33:033,Player4,Finn,None,None
00:00:33:033,Player4,Finn,Player3,Gru
00:00:33:400,Player2,Gru,None,None
00:00:33:400,Player2,Gru,Player7,Finn
00:00:36:200,Player4,Finn,None,None
00:00:36:200,Player4,Finn,Player8,Finn
00:00:37:367,Player8,Finn,None,None
00:00:37:367,Player8,Finn,Player4,Finn
00:00:37:900,Player4,Finn,None,None
00:00:37:900,Player4,Finn,Player2,Gru
00:00:38:800,Player8,Finn,None,None
00:00:38:800,Player8,Finn,Player2,Gru
00:00:39:533,Player4,Finn,None,None
00:00:39:533,Player4,Finn,Player8,Finn
00:00:39:667,Player8,Finn,None,None
00:00:39:667,Player8,Finn,Player4,Finn
00:00:41:267,Player4,Finn,None,None
00:00:41:267,Player4,Finn,Player8,Finn
00:00:41:900,Player8,Finn,None,None
00:00:41:900,Player8,Finn,Player4,Finn
00:00:44:900,Player4,Finn,None,None
00:00:44:900,Player4,Finn,Player8,Finn
