Time,Winner,Nickname,SecondPlace,SecondNickname
00:00:00:000,Player5,dulceprincesa,None,None
00:00:00:000,Player5,dulceprincesa,Player6,Player6
00:00:03:033,Player4,Quico,None,None
00:00:03:033,Player4,Quico,Player3,Player3
00:00:03:367,Player8,dulceprincesa,None,None
00:00:03:367,Player8,dulceprincesa,Player4,Quico
00:00:03:600,Player4,Quico,None,None
00:00:03:600,Player4,Quico,Player3,Player3
00:00:04:400,Player8,dulceprincesa,None,None
00:00:04:400,Player8,dulceprincesa,Player4,Quico
00:00:06:033,Player4,Quico,None,None
00:00:06:033,Player4,Quico,Player8,dulceprincesa
00:00:06:067,Player1,Quico,None,None
00:00:06:067,Player1,Quico,Player7,Player7
00:00:06:200,Player4,Quico,None,None
00:00:06:200,Player4,Quico,Player8,dulceprincesa
00:00:06:267,Player7,dulceprincesa,None,None
00:00:06:267,Player7,dulceprincesa,Player6,Player6
00:00:09:033,Player6,Quico,None,None
00:00:09:033,Player6,Quico,Player4,Quico
00:00:09:067,Player2,dulceprincesa,None,None
00:00:09:067,Player2,dulceprincesa,Player6,Quico
00:00:09:167,Player6,Quico,None,None
00:00:09:167,Player6,Quico,Player4,Quico
00:00:10:167,Player2,dulceprincesa,None,None
00:00:10:167,Player2,dulceprincesa,Player4,Quico
00:00:12:767,Player4,Quico,None,None
00:00:12:767,Player4,Quico,Player6,Quico
00:00:12:800,Player2,dulceprincesa,None,None
00:00:12:800,Player2,dulceprincesa,Player1,Quico
00:00:12:900,Player4,Quico,None,None
00:00:12:900,Player4,Quico,Player6,Quico
00:00:13:800,Player2,dulceprincesa,None,None
00:00:13:800,Player2,dulceprincesa,Player4,Quico
00:00:14:633,Player4,Quico,None,None
00:00:14:633,Player4,Quico,Player6,Quico
00:00:14:767,Player2,dulceprincesa,None,None
00:00:14:767,Player2,dulceprincesa,Player1,Quico
00:00:14:800,Player4,Quico,None,None
00:00:14:800,Player4,Quico,Player6,Quico
00:00:15:767,Player2,dulceprincesa,None,None
00:00:15:767,Player2,dulceprincesa,Player4,Quico
00:00:15:967,Player4,Quico,None,None
00:00:15:967,Player4,Quico,Player6,Quico
00:00:18:300,Player2,dulceprincesa,None,None
00:00:18:300,Player2,dulceprincesa,Player1,Quico
00:00:18:400,Player4,Quico,None,None
00:00:18:400,Player4,Quico,Player6,Quico
00:00:19:400,Player2,dulceprincesa,None,None
00:00:19:400,Player2,dulceprincesa,Player1,Quico
00:00:19:867,Player4,Quico,None,None
00:00:19:867,Player4,Quico,Player6,Quico
00:00:20:300,Player2,dulceprincesa,None,None
00:00:20:300,Player2,dulceprincesa,Player6,Quico
00:00:24:200,Player7,dulceprincesa,None,None
00:00:24:200,Player7,dulceprincesa,Player2,dulceprincesa
00:00:24:533,Player1,Quico,None,None
00:00:24:533,Player1,Quico,Player7,dulceprincesa
00:00:27:767,Player2,dulceprincesa,None,None
00:00:27:767,Player2,dulceprincesa,Player6,Quico
00:00:28:967,Player6,Quico,None,None
00:00:28:967,Player6,Quico,Player2,dulceprincesa
00:00:30:033,Player2,dulceprincesa,None,None
00:00:30:033,Player2,dulceprincesa,Player6,Quico
00:00:30:100,Player5,dulceprincesa,None,None
00:00:30:100,Player5,dulceprincesa,Player1,Quico
00:00:30:200,Player1,Quico,None,None
00:00:30:200,Player1,Quico,Player7,dulceprincesa
00:00:32:833,Player7,dulceprincesa,None,None
00:00:32:833,Player7,dulceprincesa,Player1,Quico
00:00:33:033,Player1,Quico,None,None
00:00:33:033,Player1,Quico,Player7,dulceprincesa
00:00:33:300,Player2,dulceprincesa,None,None
00:00:33:300,Player2,dulceprincesa,Player6,Quico
00:00:39:833,Player3,Quico,None,None
00:00:39:833,Player3,Quico,Player2,dulceprincesa
00:00:40:067,Player2,dulceprincesa,None,None
00:00:40:067,Player2,dulceprincesa,Player6,Quico
00:00:41:467,Player3,Quico,None,None
00:00:41:467,Player3,Quico,Player2,dulceprincesa
00:00:41:700,Player2,dulceprincesa,None,None
00:00:41:700,Player2,dulceprincesa,Player6,Quico
00:00:43:100,Player3,Quico,None,None
00:00:43:100,Player3,Quico,Player2,dulceprincesa
00:00:51:533,Player6,Quico,None,None
00:00:51:533,Player6,Quico,Player2,dulceprincesa
00:00:51:567,Player3,Quico,None,None
00:00:51:567,Player3,Quico,Player6,Quico
00:00:51:600,Player6,Quico,None,None
00:00:51:600,Player6,Quico,Player2,dulceprincesa
00:00:51:633,Player3,Quico,None,None
00:00:51:633,Player3,Quico,Player6,Quico
00:00:51:800,Player6,Quico,None,None
00:00:51:800,Player6,Quico,Player2,dulceprincesa
00:00:53:967,Player3,Quico,None,None
00:00:53:967,Player3,Quico,Player6,Quico
