Time,Winner,Nickname,SecondPlace,SecondNickname
00:00:00:000,Player7,Patricio,None,None
00:00:00:000,Player7,Patricio,Player8,Player8
00:00:03:033,Player9,Steven,None,None
00:00:03:033,Player9,Steven,Player5,Player5
00:00:03:167,Player3,Bob,None,None
00:00:03:167,Player3,Bob,Player9,Steven
00:00:06:067,Player4,Shrek,None,None
00:00:06:067,Player4,Shrek,Player5,Player5
00:00:06:200,Player2,Dipper,None,None
00:00:06:200,Player2,Dipper,Player8,Player8
00:00:06:233,Player5,Gru,None,None
00:00:06:233,Player5,Gru,Player7,Patricio
00:00:06:900,Player4,Shrek,None,None
00:00:06:900,Player4,Shrek,Player5,Gru
00:00:09:033,Player5,Gru,None,None
00:00:09:033,Player5,Gru,Player4,Shrek
00:00:09:067,Player9,Steven,None,None
00:00:09:067,Player9,Steven,Player6,Player6
00:00:10:000,Player6,Bart,None,None
00:00:10:000,Player6,Bart,Player9,Steven
00:00:10:033,Player9,Steven,None,None
00:00:10:033,Player9,Steven,Player6,Bart
00:00:13:433,Player3,Bob,None,None
00:00:13:433,Player3,Bob,Player1,Player1
00:00:20:733,Player1,ReyHelado,None,None
00:00:20:733,Player1,ReyHelado,Player3,Bob
00:00:20:800,Player3,Bob,None,None
00:00:20:800,Player3,Bob,Player9,Steven
00:00:23:800,Player1,ReyHelado,None,None
00:00:23:800,Player1,ReyHelado,Player3,Bob
00:00:24:233,Player3,Bob,None,None
00:00:24:233,Player3,Bob,Player1,ReyHelado
00:00:27:167,Player1,ReyHelado,None,None
00:00:27:167,Player1,ReyHelado,Player3,Bob
00:00:30:033,Player8,Quico,None,None
00:00:30:033,Player8,Quico,Player2,Dipper
00:00:30:500,Player5,Gru,None,None
00:00:30:500,Player5,Gru,Player8,Quico
00:00:33:033,Player8,Quico,None,None
00:00:33:033,Player8,Quico,Player3,Bob
00:00:35:167,Player3,Bob,None,None
00:00:35:167,Player3,Bob,Player8,Quico
00:00:35:400,Player8,Quico,None,None
00:00:35:400,Player8,Quico,Player3,Bob
00:00:36:633,Player2,Dipper,None,None
00:00:36:633,Player2,Dipper,Player3,Bob
00:00:36:667,Player8,Quico,None,None
00:00:36:667,Player8,Quico,Player3,Bob
00:00:37:267,Player2,Dipper,None,None
00:00:37:267,Player2,Dipper,Player1,ReyHelado
00:00:40:700,Player8,Quico,None,None
00:00:40:700,Player8,Quico,Player2,Dipper
00:00:53:433,Player7,Patricio,None,None
00:00:53:433,Player7,Patricio,Player6,Bart
00:00:53:667,Player8,Quico,None,None
00:00:53:667,Player8,Quico,Player7,Patricio
