Time,Winner,Nickname
00:00:00:000,Player7,dulceprincesa
00:00:00:000,Player7,dulceprincesa
00:00:00:633,Player8,dulceprincesa
00:00:00:633,Player8,dulceprincesa
00:00:02:800,Player9,marceline
00:00:02:800,Player9,marceline
00:00:03:467,Player8,dulceprincesa
00:00:03:467,Player8,dulceprincesa
00:00:03:567,Player9,marceline
00:00:03:567,Player9,marceline
00:00:04:000,Player8,dulceprincesa
00:00:04:000,Player8,dulceprincesa
00:00:04:233,Player5,dulceprincesa
00:00:04:233,Player5,dulceprincesa
00:00:04:533,Player9,marceline
00:00:04:533,Player9,marceline
00:00:04:600,Player5,dulceprincesa
00:00:04:600,Player5,dulceprincesa
00:00:04:633,Player9,marceline
00:00:04:633,Player9,marceline
00:00:04:733,Player5,dulceprincesa
00:00:04:733,Player5,dulceprincesa
00:00:04:800,Player9,marceline
00:00:04:800,Player9,marceline
00:00:04:900,Player5,dulceprincesa
00:00:04:900,Player5,dulceprincesa
00:00:05:167,Player6,marceline
00:00:05:167,Player6,marceline
00:00:05:300,Player9,marceline
00:00:05:300,Player9,marceline
00:00:05:533,Player8,dulceprincesa
00:00:05:533,Player8,dulceprincesa
00:00:06:067,Player7,dulceprincesa
00:00:06:067,Player7,dulceprincesa
00:00:07:500,Player5,dulceprincesa
00:00:07:500,Player5,dulceprincesa
00:00:08:467,Player7,dulceprincesa
00:00:08:467,Player7,dulceprincesa
00:00:08:600,Player5,dulceprincesa
00:00:08:600,Player5,dulceprincesa
00:00:10:333,Player7,dulceprincesa
00:00:10:333,Player7,dulceprincesa
00:00:10:467,Player5,dulceprincesa
00:00:10:467,Player5,dulceprincesa
00:00:11:967,Player7,dulceprincesa
00:00:11:967,Player7,dulceprincesa
00:00:12:233,Player5,dulceprincesa
00:00:12:233,Player5,dulceprincesa
00:00:13:333,Player7,dulceprincesa
00:00:13:333,Player7,dulceprincesa
00:00:13:533,Player5,dulceprincesa
00:00:13:533,Player5,dulceprincesa
00:00:13:700,Player9,marceline
00:00:13:700,Player9,marceline
00:00:13:900,Player5,dulceprincesa
00:00:13:900,Player5,dulceprincesa
00:00:15:200,Player7,dulceprincesa
00:00:15:200,Player7,dulceprincesa
00:00:16:167,Player9,marceline
00:00:16:167,Player9,marceline
00:00:16:833,Player7,dulceprincesa
00:00:16:833,Player7,dulceprincesa
00:00:18:600,Player9,marceline
00:00:18:600,Player9,marceline
00:00:18:800,Player5,dulceprincesa
00:00:18:800,Player5,dulceprincesa
00:00:21:033,Player9,marceline
00:00:21:033,Player9,marceline
00:00:21:067,Player2,marceline
00:00:21:067,Player2,marceline
00:00:24:567,Player5,dulceprincesa
00:00:24:567,Player5,dulceprincesa
00:00:25:033,Player2,marceline
00:00:25:033,Player2,marceline
00:00:35:033,Player5,dulceprincesa
00:00:35:033,Player5,dulceprincesa
00:00:35:067,Player2,marceline
00:00:35:067,Player2,marceline
00:00:36:600,Player5,dulceprincesa
00:00:36:600,Player5,dulceprincesa
