Time,Winner,Nickname,SecondPlace,SecondNickname
00:00:00:000,Player7,BMO,None,None
00:00:00:000,Player7,BMO,Player8,Player8
00:00:03:033,Player6,Darwin,None,None
00:00:03:033,Player6,Darwin,Player9,Player9
00:00:06:033,Player9,DonCangrejo,None,None
00:00:06:033,Player9,DonCangrejo,Player6,Darwin
00:00:06:100,Player4,Bob,None,None
00:00:06:100,Player4,Bob,Player5,Player5
00:00:06:200,Player5,ReyHelado,None,None
00:00:06:200,Player5,ReyHelado,Player8,Player8
00:00:09:033,Player2,Ben10,None,None
00:00:09:033,Player2,Ben10,Player1,Player1
00:00:09:067,Player8,Bart,None,None
00:00:09:067,Player8,Bart,Player5,ReyHelado
00:00:09:100,Player7,BMO,None,None
00:00:09:100,Player7,BMO,Player9,DonCangrejo
00:00:09:933,Player2,Ben10,None,None
00:00:09:933,Player2,Ben10,Player7,BMO
00:00:14:733,Player7,BMO,None,None
00:00:14:733,Player7,BMO,Player4,Bob
00:00:14:800,Player2,Ben10,None,None
00:00:14:800,Player2,Ben10,Player9,DonCangrejo
00:00:17:900,Player7,BMO,None,None
00:00:17:900,Player7,BMO,Player2,Ben10
00:00:18:167,Player2,Ben10,None,None
00:00:18:167,Player2,Ben10,Player7,BMO
00:00:19:633,Player7,BMO,None,None
00:00:19:633,Player7,BMO,Player2,Ben10
00:00:19:933,Player2,Ben10,None,None
00:00:19:933,Player2,Ben10,Player7,BMO
00:00:24:600,Player9,DonCangrejo,None,None
00:00:24:600,Player9,DonCangrejo,Player7,BMO
00:00:27:500,Player1,marceline,None,None
00:00:27:500,Player1,marceline,Player6,Darwin
00:00:28:567,Player6,Darwin,None,None
00:00:28:567,Player6,Darwin,Player8,Bart
00:00:30:033,Player2,Ben10,None,None
00:00:30:033,Player2,Ben10,Player4,Bob
00:00:30:267,Player3,Homero,None,None
00:00:30:267,Player3,Homero,Player2,Ben10
00:00:30:400,Player2,Ben10,None,None
00:00:30:400,Player2,Ben10,Player4,Bob
00:00:33:033,Player7,BMO,None,None
00:00:33:033,Player7,BMO,Player2,Ben10
00:00:33:100,Player9,DonCangrejo,None,None
00:00:33:100,Player9,DonCangrejo,Player7,BMO
00:00:34:033,Player5,ReyHelado,None,None
00:00:34:033,Player5,ReyHelado,Player6,Darwin
00:00:36:200,Player9,DonCangrejo,None,None
00:00:36:200,Player9,DonCangrejo,Player5,ReyHelado
00:00:36:367,Player1,marceline,None,None
00:00:36:367,Player1,marceline,Player7,BMO
00:00:38:000,Player9,DonCangrejo,None,None
00:00:38:000,Player9,DonCangrejo,Player1,marceline
00:00:38:967,Player1,marceline,None,None
00:00:38:967,Player1,marceline,Player6,Darwin
00:00:39:167,Player9,DonCangrejo,None,None
00:00:39:167,Player9,DonCangrejo,Player6,Darwin
00:00:39:500,Player1,marceline,None,None
00:00:39:500,Player1,marceline,Player2,Ben10
00:00:39:633,Player9,DonCangrejo,None,None
00:00:39:633,Player9,DonCangrejo,Player6,Darwin
00:00:42:067,Player1,marceline,None,None
00:00:42:067,Player1,marceline,Player9,DonCangrejo
00:00:45:600,Player9,DonCangrejo,None,None
00:00:45:600,Player9,DonCangrejo,Player1,marceline
00:00:52:567,Player1,marceline,None,None
00:00:52:567,Player1,marceline,Player9,DonCangrejo
00:00:52:667,Player6,Darwin,None,None
00:00:52:667,Player6,Darwin,Player9,DonCangrejo
00:00:53:800,Player1,marceline,None,None
00:00:53:800,Player1,marceline,Player6,Darwin
