Time,Winner,Nickname,SecondPlace,SecondNickname
00:00:00:000,Player7,Gru,None,None
00:00:00:000,Player7,Gru,Player8,Player8
00:00:03:033,Player9,marceline,None,None
00:00:03:033,Player9,marceline,Player5,Player5
00:00:03:233,Player3,ReyHelado,None,None
00:00:03:233,Player3,ReyHelado,Player9,marceline
00:00:06:033,Player9,marceline,None,None
00:00:06:033,Player9,marceline,Player5,Player5
00:00:06:067,Player1,Bob,None,None
00:00:06:067,Player1,Bob,Player2,Player2
00:00:06:167,Player2,Bart,None,None
00:00:06:167,Player2,Bart,Player8,Player8
00:00:09:033,Player7,Gru,None,None
00:00:09:033,Player7,Gru,Player8,Player8
00:00:09:400,Player8,Steven,None,None
00:00:09:400,Player8,Steven,Player9,marceline
00:00:12:300,Player3,ReyHelado,None,None
00:00:12:300,Player3,ReyHelado,Player7,Gru
00:00:17:933,Player8,Steven,None,None
00:00:17:933,Player8,Steven,Player3,ReyHelado
00:00:19:467,Player3,ReyHelado,None,None
00:00:19:467,Player3,ReyHelado,Player2,Bart
00:00:20:000,Player8,Steven,None,None
00:00:20:000,Player8,Steven,Player7,Gru
00:00:24:067,Player3,ReyHelado,None,None
00:00:24:067,Player3,ReyHelado,Player8,Steven
00:00:24:333,Player2,Bart,None,None
00:00:24:333,Player2,Bart,Player3,ReyHelado
00:00:24:400,Player7,Gru,None,None
00:00:24:400,Player7,Gru,Player2,Bart
00:00:27:033,Player2,Bart,None,None
00:00:27:033,Player2,Bart,Player7,Gru
00:00:27:733,Player4,Patricio,None,None
00:00:27:733,Player4,Patricio,Player5,Player5
00:00:30:033,Player8,Steven,None,None
00:00:30:033,Player8,Steven,Player9,marceline
00:00:30:233,Player2,Bart,None,None
00:00:30:233,Player2,Bart,Player8,Steven
00:00:30:367,Player3,ReyHelado,None,None
00:00:30:367,Player3,ReyHelado,Player2,Bart
00:00:30:633,Player2,Bart,None,None
00:00:30:633,Player2,Bart,Player3,ReyHelado
00:00:33:033,Player8,Steven,None,None
00:00:33:033,Player8,Steven,Player9,marceline
00:00:33:233,Player9,marceline,None,None
00:00:33:233,Player9,marceline,Player8,Steven
00:00:33:300,Player6,Ben10,None,None
00:00:33:300,Player6,Ben10,Player1,Bob
00:00:33:833,Player1,Bob,None,None
00:00:33:833,Player1,Bob,Player6,Ben10
00:00:36:033,Player9,marceline,None,None
00:00:36:033,Player9,marceline,Player1,Bob
00:00:41:467,Player8,Steven,None,None
00:00:41:467,Player8,Steven,Player9,marceline
00:00:41:733,Player9,marceline,None,None
00:00:41:733,Player9,marceline,Player8,Steven
00:00:45:100,Player8,Steven,None,None
00:00:45:100,Player8,Steven,Player9,marceline
00:00:45:133,Player9,marceline,None,None
00:00:45:133,Player9,marceline,Player8,Steven
00:00:51:600,Player1,Bob,None,None
00:00:51:600,Player1,Bob,Player7,Gru
