Time,Winner,Nickname,SecondPlace,SecondNickname
00:00:00:000,Player7,Dipper,None,None
00:00:00:000,Player7,Dipper,Player8,Player8
00:00:03:033,Player9,Quico,None,None
00:00:03:033,Player9,Quico,Player2,Player2
00:00:06:033,Player2,Phineas,None,None
00:00:06:033,Player2,Phineas,Player9,Quico
00:00:06:100,Player4,Shrek,None,None
00:00:06:100,Player4,Shrek,Player5,Player5
00:00:06:167,Player8,Rayo,None,None
00:00:06:167,Player8,Rayo,Player5,Player5
00:00:06:233,Player5,Musculoso,None,None
00:00:06:233,Player5,Musculoso,Player8,Rayo
00:00:09:033,Player8,Rayo,None,None
00:00:09:033,Player8,Rayo,Player9,Quico
00:00:09:067,Player3,Minion,None,None
00:00:09:067,Player3,Minion,Player1,Player1
00:00:09:100,Player1,Rick,None,None
00:00:09:100,Player1,Rick,Player2,Phineas
00:00:13:600,Player2,Phineas,None,None
00:00:13:600,Player2,Phineas,Player6,Player6
00:00:14:267,Player1,Rick,None,None
00:00:14:267,Player1,Rick,Player9,Quico
00:00:14:400,Player2,Phineas,None,None
00:00:14:400,Player2,Phineas,Player6,Player6
00:00:15:067,Player1,Rick,None,None
00:00:15:067,Player1,Rick,Player2,Phineas
00:00:19:267,Player2,Phineas,None,None
00:00:19:267,Player2,Phineas,Player6,Player6
00:00:19:400,Player1,Rick,None,None
00:00:19:400,Player1,Rick,Player2,Phineas
00:00:24:433,Player9,Quico,None,None
00:00:24:433,Player9,Quico,Player1,Rick
00:00:25:833,Player8,Rayo,None,None
00:00:25:833,Player8,Rayo,Player9,Quico
00:00:27:100,Player9,Quico,None,None
00:00:27:100,Player9,Quico,Player1,Rick
00:00:27:900,Player7,Dipper,None,None
00:00:27:900,Player7,Dipper,Player2,Phineas
00:00:30:033,Player9,Quico,None,None
00:00:30:033,Player9,Quico,Player1,Rick
00:00:30:367,Player8,Rayo,None,None
00:00:30:367,Player8,Rayo,Player1,Rick
00:00:31:033,Player1,Rick,None,None
00:00:31:033,Player1,Rick,Player4,Shrek
00:00:31:300,Player8,Rayo,None,None
00:00:31:300,Player8,Rayo,Player1,Rick
00:00:33:067,Player9,Quico,None,None
00:00:33:067,Player9,Quico,Player7,Dipper
00:00:33:867,Player2,Phineas,None,None
00:00:33:867,Player2,Phineas,Player9,Quico
00:00:36:167,Player7,Dipper,None,None
00:00:36:167,Player7,Dipper,Player2,Phineas
00:00:50:000,Player9,Quico,None,None
00:00:50:000,Player9,Quico,Player7,Dipper
00:00:51:700,Player7,Dipper,None,None
00:00:51:700,Player7,Dipper,Player9,Quico
00:00:52:933,Player9,Quico,None,None
00:00:52:933,Player9,Quico,Player3,Minion
