Time,Winner,Nickname
00:00:00:000,Player7,Ben10
00:00:00:000,Player7,Ben10
00:00:03:000,Player8,Bart
00:00:03:000,Player8,Bart
00:00:03:033,Player6,Bob
00:00:03:033,Player6,Bob
00:00:03:467,Player9,DonCangrejo
00:00:03:467,Player9,DonCangrejo
00:00:06:033,Player6,Bob
00:00:06:033,Player6,Bob
00:00:06:100,Player1,Gru
00:00:06:100,Player1,Gru
00:00:06:200,Player6,Bob
00:00:06:200,Player6,Bob
00:00:07:167,Player1,Gru
00:00:07:167,Player1,Gru
00:00:09:033,Player6,Bob
00:00:09:033,Player6,Bob
00:00:09:067,Player5,ReyHelado
00:00:09:067,Player5,ReyHelado
00:00:09:100,Player2,marceline
00:00:09:100,Player2,marceline
00:00:12:400,Player9,DonCangrejo
00:00:12:400,Player9,DonCangrejo
00:00:13:533,Player2,marceline
00:00:13:533,Player2,marceline
00:00:13:567,Player9,DonCangrejo
00:00:13:567,Player9,DonCangrejo
00:00:13:667,Player2,marceline
00:00:13:667,Player2,marceline
00:00:14:933,Player9,DonCangrejo
00:00:14:933,Player9,DonCangrejo
00:00:15:000,Player2,marceline
00:00:15:000,Player2,marceline
00:00:20:800,Player9,DonCangrejo
00:00:20:800,Player9,DonCangrejo
00:00:22:133,Player2,marceline
00:00:22:133,Player2,marceline
00:00:24:100,Player9,DonCangrejo
00:00:24:100,Player9,DonCangrejo
00:00:24:400,Player6,Bob
00:00:24:400,Player6,Bob
00:00:24:633,Player9,DonCangrejo
00:00:24:633,Player9,DonCangrejo
00:00:26:400,Player6,Bob
00:00:26:400,Player6,Bob
00:00:27:167,Player2,marceline
00:00:27:167,Player2,marceline
00:00:30:100,Player4,Patricio
00:00:30:100,Player4,Patricio
00:00:30:533,Player9,DonCangrejo
00:00:30:533,Player9,DonCangrejo
00:00:33:167,Player6,Bob
00:00:33:167,Player6,Bob
00:00:36:667,Player1,Gru
00:00:36:667,Player1,Gru
00:00:51:000,Player6,Bob
00:00:51:000,Player6,Bob
