Time,Winner,Nickname,SecondPlace,SecondNickname
00:00:00:000,Player7,Bart,None,None
00:00:00:000,Player7,Bart,Player8,Player8
00:00:03:033,Player6,ReyHelado,None,None
00:00:03:033,Player6,ReyHelado,Player3,Player3
00:00:06:000,Player9,BMO,None,None
00:00:06:000,Player9,BMO,Player6,ReyHelado
00:00:06:133,Player1,jake,None,None
00:00:06:133,Player1,jake,Player5,Player5
00:00:06:300,Player5,Gru,None,None
00:00:06:300,Player5,Gru,Player8,Player8
00:00:07:333,Player1,jake,None,None
00:00:07:333,Player1,jake,Player5,Gru
00:00:09:033,Player8,Gumball,None,None
00:00:09:033,Player8,Gumball,Player9,BMO
00:00:09:100,Player2,Steven,None,None
00:00:09:100,Player2,Steven,Player8,Gumball
00:00:09:133,Player8,Gumball,None,None
00:00:09:133,Player8,Gumball,Player4,Player4
00:00:12:333,Player9,BMO,None,None
00:00:12:333,Player9,BMO,Player3,Player3
00:00:19:867,Player3,Darwin,None,None
00:00:19:867,Player3,Darwin,Player9,BMO
00:00:20:033,Player9,BMO,None,None
00:00:20:033,Player9,BMO,Player2,Steven
00:00:24:100,Player3,Darwin,None,None
00:00:24:100,Player3,Darwin,Player4,Player4
00:00:24:133,Player4,Quico,None,None
00:00:24:133,Player4,Quico,Player3,Darwin
00:00:24:267,Player9,BMO,None,None
00:00:24:267,Player9,BMO,Player3,Darwin
00:00:24:600,Player4,Quico,None,None
00:00:24:600,Player4,Quico,Player3,Darwin
00:00:27:167,Player9,BMO,None,None
00:00:27:167,Player9,BMO,Player4,Quico
00:00:27:967,Player2,Steven,None,None
00:00:27:967,Player2,Steven,Player9,BMO
00:00:30:033,Player9,BMO,None,None
00:00:30:033,Player9,BMO,Player1,jake
00:00:33:033,Player3,Darwin,None,None
00:00:33:033,Player3,Darwin,Player1,jake
00:00:33:500,Player5,Gru,None,None
00:00:33:500,Player5,Gru,Player3,Darwin
00:00:35:833,Player3,Darwin,None,None
00:00:35:833,Player3,Darwin,Player6,ReyHelado
00:00:37:167,Player4,Quico,None,None
00:00:37:167,Player4,Quico,Player6,ReyHelado
00:00:53:267,Player6,ReyHelado,None,None
00:00:53:267,Player6,ReyHelado,Player4,Quico
