Time,Winner,Nickname,SecondPlace,SecondNickname
00:00:00:000,Player7,jake,None,None
00:00:00:000,Player7,jake,Player8,Player8
00:00:03:033,Player6,marceline,None,None
00:00:03:033,Player6,marceline,Player3,Player3
00:00:06:033,Player3,drdoof,None,None
00:00:06:033,Player3,drdoof,Player6,marceline
00:00:06:100,Player9,Darwin,None,None
00:00:06:100,Player9,Darwin,Player5,Player5
00:00:06:167,Player4,Homero,None,None
00:00:06:167,Player4,Homero,Player9,Darwin
00:00:06:267,Player9,Darwin,None,None
00:00:06:267,Player9,Darwin,Player5,Player5
00:00:09:033,Player5,BMO,None,None
00:00:09:033,Player5,BMO,Player9,Darwin
00:00:09:167,Player2,Gumball,None,None
00:00:09:167,Player2,Gumball,Player1,Player1
00:00:09:400,Player1,Ben10,None,None
00:00:09:400,Player1,Ben10,Player2,Gumball
00:00:15:333,Player2,Gumball,None,None
00:00:15:333,Player2,Gumball,Player1,Ben10
00:00:15:567,Player1,Ben10,None,None
00:00:15:567,Player1,Ben10,Player2,Gumball
00:00:16:267,Player2,Gumball,None,None
00:00:16:267,Player2,Gumball,Player3,drdoof
00:00:19:433,Player1,Ben10,None,None
00:00:19:433,Player1,Ben10,Player2,Gumball
00:00:19:467,Player3,drdoof,None,None
00:00:19:467,Player3,drdoof,Player2,Gumball
00:00:19:500,Player1,Ben10,None,None
00:00:19:500,Player1,Ben10,Player2,Gumball
00:00:19:867,Player2,Gumball,None,None
00:00:19:867,Player2,Gumball,Player1,Ben10
00:00:21:300,Player3,drdoof,None,None
00:00:21:300,Player3,drdoof,Player5,BMO
00:00:21:333,Player2,Gumball,None,None
00:00:21:333,Player2,Gumball,Player1,Ben10
00:00:21:800,Player3,drdoof,None,None
00:00:21:800,Player3,drdoof,Player2,Gumball
00:00:22:833,Player2,Gumball,None,None
00:00:22:833,Player2,Gumball,Player3,drdoof
00:00:24:033,Player3,drdoof,None,None
00:00:24:033,Player3,drdoof,Player1,Ben10
00:00:24:200,Player1,Ben10,None,None
00:00:24:200,Player1,Ben10,Player5,BMO
00:00:26:833,Player5,BMO,None,None
00:00:26:833,Player5,BMO,Player1,Ben10
00:00:27:033,Player1,Ben10,None,None
00:00:27:033,Player1,Ben10,Player5,BMO
00:00:27:167,Player3,drdoof,None,None
00:00:27:167,Player3,drdoof,Player2,Gumball
00:00:30:033,Player2,Gumball,None,None
00:00:30:033,Player2,Gumball,Player7,jake
00:00:30:200,Player1,Ben10,None,None
00:00:30:200,Player1,Ben10,Player2,Gumball
00:00:33:033,Player2,Gumball,None,None
00:00:33:033,Player2,Gumball,Player1,Ben10
00:00:33:667,Player8,DonCangrejo,None,None
00:00:33:667,Player8,DonCangrejo,Player9,Darwin
00:00:36:267,Player6,marceline,None,None
00:00:36:267,Player6,marceline,Player8,DonCangrejo
00:00:37:167,Player9,Darwin,None,None
00:00:37:167,Player9,Darwin,Player1,Ben10
00:00:37:267,Player6,marceline,None,None
00:00:37:267,Player6,marceline,Player8,DonCangrejo
00:00:37:567,Player9,Darwin,None,None
00:00:37:567,Player9,Darwin,Player1,Ben10
00:00:50:700,Player1,Ben10,None,None
00:00:50:700,Player1,Ben10,Player9,Darwin
