Time,Winner,Nickname
00:00:00:000,Player7,dulceprincesa
00:00:00:000,Player7,dulceprincesa
00:00:00:700,Player8,Ben10
00:00:00:700,Player8,Ben10
00:00:02:433,Player9,Darwin
00:00:02:433,Player9,Darwin
00:00:03:267,Player8,Ben10
00:00:03:267,Player8,Ben10
00:00:03:333,Player9,Darwin
00:00:03:333,Player9,Darwin
00:00:03:700,Player6,Finn
00:00:03:700,Player6,Finn
00:00:03:733,Player9,Darwin
00:00:03:733,Player9,Darwin
00:00:03:900,Player6,Finn
00:00:03:900,Player6,Finn
00:00:03:933,Player9,Darwin
00:00:03:933,Player9,Darwin
00:00:03:967,Player8,Ben10
00:00:03:967,Player8,Ben10
00:00:04:100,Player1,Gokú
00:00:04:100,Player1,Gokú
00:00:04:133,Player9,Darwin
00:00:04:133,Player9,Darwin
00:00:04:267,Player6,Finn
00:00:04:267,Player6,Finn
00:00:04:367,Player9,Darwin
00:00:04:367,Player9,Darwin
00:00:04:567,Player6,Finn
00:00:04:567,Player6,Finn
00:00:04:600,Player9,Darwin
00:00:04:600,Player9,Darwin
00:00:04:633,Player6,Finn
00:00:04:633,Player6,Finn
00:00:04:667,Player7,dulceprincesa
00:00:04:667,Player7,dulceprincesa
00:00:04:733,Player9,Darwin
00:00:04:733,Player9,Darwin
00:00:04:767,Player6,Finn
00:00:04:767,Player6,Finn
00:00:04:800,Player9,Darwin
00:00:04:800,Player9,Darwin
00:00:04:867,Player8,Ben10
00:00:04:867,Player8,Ben10
00:00:05:300,Player9,Darwin
00:00:05:300,Player9,Darwin
00:00:05:333,Player7,dulceprincesa
00:00:05:333,Player7,dulceprincesa
00:00:06:233,Player9,Darwin
00:00:06:233,Player9,Darwin
00:00:10:233,Player6,Finn
00:00:10:233,Player6,Finn
00:00:10:467,Player9,Darwin
00:00:10:467,Player9,Darwin
00:00:13:133,Player6,Finn
00:00:13:133,Player6,Finn
00:00:13:567,Player7,dulceprincesa
00:00:13:567,Player7,dulceprincesa
00:00:13:800,Player9,Darwin
00:00:13:800,Player9,Darwin
00:00:14:000,Player8,Ben10
00:00:14:000,Player8,Ben10
00:00:14:067,Player9,Darwin
00:00:14:067,Player9,Darwin
00:00:14:167,Player8,Ben10
00:00:14:167,Player8,Ben10
00:00:14:600,Player6,Finn
00:00:14:600,Player6,Finn
00:00:15:500,Player8,Ben10
00:00:15:500,Player8,Ben10
00:00:15:533,Player6,Finn
00:00:15:533,Player6,Finn
00:00:18:567,Player9,Darwin
00:00:18:567,Player9,Darwin
00:00:21:000,Player1,Gokú
00:00:21:000,Player1,Gokú
00:00:21:033,Player9,Darwin
00:00:21:033,Player9,Darwin
00:00:21:467,Player3,Patricio
00:00:21:467,Player3,Patricio
00:00:24:433,Player9,Darwin
00:00:24:433,Player9,Darwin
00:00:24:767,Player3,Patricio
00:00:24:767,Player3,Patricio
00:00:25:367,Player9,Darwin
00:00:25:367,Player9,Darwin
00:00:25:500,Player3,Patricio
00:00:25:500,Player3,Patricio
00:00:26:600,Player9,Darwin
00:00:26:600,Player9,Darwin
00:00:26:800,Player3,Patricio
00:00:26:800,Player3,Patricio
00:00:29:067,Player9,Darwin
00:00:29:067,Player9,Darwin
00:00:29:133,Player3,Patricio
00:00:29:133,Player3,Patricio
00:00:30:467,Player9,Darwin
00:00:30:467,Player9,Darwin
00:00:30:533,Player3,Patricio
00:00:30:533,Player3,Patricio
00:00:32:700,Player1,Gokú
00:00:32:700,Player1,Gokú
00:00:44:400,Player8,Ben10
00:00:44:400,Player8,Ben10
00:00:45:100,Player4,Homero
00:00:45:100,Player4,Homero
00:00:45:133,Player8,Ben10
00:00:45:133,Player8,Ben10
00:00:46:100,Player9,Darwin
00:00:46:100,Player9,Darwin
00:00:51:633,Player6,Finn
00:00:51:633,Player6,Finn
